"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.218934911242604,0.218934911242604
"web asymmetry",0,0
"links per species",1.42307692307692,1.42307692307692
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.153846153846154,0.153846153846154
"nestedness",14.4715891321702,14.5364353374124
"weighted nestedness",0.591138955328127,0.590410894578501
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.0178383381616987,-0.0178383381616987
"linkage density",4.91891891891892,4.91891891891892
"weighted connectance",0.189189189189189,0.189189189189189
"Fisher alpha",6710886332.01351,6710886332.01351
"Shannon diversity",3.61091791264422,3.61091791264422
"interaction evenness",0.703896531551378,0.703896531551378
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",13,13
"mean.number.of.shared.partners.HL",1.08974358974359,0.769230769230769
"cluster.coefficient.HL",0.326403326403326,0.43035343035343
"weighted.cluster.coefficient.HL",0.31358024691358,0.309045226130653
"niche.overlap.HL",0.432088139780447,0.260621536583075
"togetherness.HL",0.216025641025641,0.133190883190883
"C.score.HL",0.229241452991453,0.522435897435897
"V.ratio.HL",2.45255474452555,4.08024691358025
"discrepancy.HL",13,13
"extinction.slope.HL",2.24108132351083,0.999881815981943
"robustness.HL",0.684048899242545,0.676089849931015
"functional.complementarity.HL",17.7792975552105,19.3524922957897
"partner.diversity.HL",1.26422446322033,1.37288500768725
"generality.HL",4.24324324324324,5.59459459459459
"Raw.Camera",142,142
"Raw.Transect",35,35
