"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.158333333333333,0.158333333333333
"web asymmetry",-0.0909090909090909,-0.0909090909090909
"links per species",0.863636363636364,0.863636363636364
"number of compartments",5,5
"compartment diversity",3.97350722621545,3.97350722621545
"cluster coefficient",0.125,0.125
"nestedness",24.336639805217,24.5232113896552
"weighted nestedness",NA,NA
"weighted NODF",10.8108108108108,10.8108108108108
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0369281074883182,0.0369281074883182
"linkage density",2.31578947368421,2.31578947368421
"weighted connectance",0.105263157894737,0.105263157894737
"Fisher alpha",1677721597.65789,1677721597.65789
"Shannon diversity",2.94443897916644,2.94443897916644
"interaction evenness",0.615027479390577,0.615027479390577
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",10,12
"mean.number.of.shared.partners.HL",0.2,0.242424242424242
"cluster.coefficient.HL",0.223684210526316,0.194736842105263
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.105978835978836,0.145454545454545
"togetherness.HL",0.0488888888888889,0.088023088023088
"C.score.HL",0.860740740740741,0.80976430976431
"V.ratio.HL",0.973856209150327,0.468926553672316
"discrepancy.HL",11,10
"extinction.slope.HL",1.56850613808441,1.46625035771106
"robustness.HL",0.608482968313152,0.594757171448023
"functional.complementarity.HL",13.4313039210315,12.6588463683212
"partner.diversity.HL",0.81588997429129,0.565818779756228
"generality.HL",2.68421052631579,1.94736842105263
"Raw.Camera",22,22
"Raw.Transect",8,8
