"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.121345029239766,0.121345029239766
"web asymmetry",-0.357142857142857,-0.357142857142857
"links per species",1.48214285714286,1.48214285714286
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.0921052631578947,0.0921052631578947
"nestedness",9.89479750902768,9.87939188200984
"weighted nestedness",0.45682961446002,0.457291272046432
"weighted NODF",22.9422563417891,22.9422563417891
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.178738514787115,0.178738514787115
"linkage density",5.79518072289157,5.79518072289157
"weighted connectance",0.103485370051635,0.103485370051635
"Fisher alpha",13421772629.4518,13421772629.4518
"Shannon diversity",4.4188406077966,4.4188406077966
"interaction evenness",0.676910094023081,0.676910094023081
"Alatalo interaction evenness",0.999999999999999,0.999999999999999
"H2",0,0
"number.of.species.HL",18,38
"mean.number.of.shared.partners.HL",0.69281045751634,0.415362731152205
"cluster.coefficient.HL",0.21147748890298,0.197456492637216
"weighted.cluster.coefficient.HL",0.190392501464558,0.365093499554764
"niche.overlap.HL",0.147127844122725,0.177299395720448
"togetherness.HL",0.0533484891541158,0.0685988620199146
"C.score.HL",0.667248417885673,0.700850719140193
"V.ratio.HL",4.26772310258549,1.73743466023321
"discrepancy.HL",53,48
"extinction.slope.HL",0.999995144433738,1.76536969422881
"robustness.HL",0.736811938330767,0.636337403155921
"functional.complementarity.HL",38.8584365194362,41.0187184032894
"partner.diversity.HL",1.86007720566547,1.01757740275428
"generality.HL",8.03614457831325,3.55421686746988
"Raw.Camera",183,183
"Raw.Transect",136,136
