"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.263888888888889,0.263888888888889
"web asymmetry",0.0588235294117647,0.0588235294117647
"links per species",1.11764705882353,1.11764705882353
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.25,0.25
"nestedness",17.8341026907485,17.8341026907485
"weighted nestedness",0.581178850988167,0.577790231228998
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.00359171470125967,0.00359171470125967
"linkage density",3.31578947368421,3.31578947368421
"weighted connectance",0.195046439628483,0.195046439628483
"Fisher alpha",1677721597.65789,1677721597.65789
"Shannon diversity",2.94443897916644,2.94443897916644
"interaction evenness",0.688489327252855,0.688489327252855
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",9,8
"mean.number.of.shared.partners.HL",0.694444444444444,0.678571428571429
"cluster.coefficient.HL",0.375,0.403508771929825
"weighted.cluster.coefficient.HL",0.255813953488372,0.207547169811321
"niche.overlap.HL",0.336552028218695,0.278713151927438
"togetherness.HL",0.185763888888889,0.15
"C.score.HL",0.438888888888889,0.482638888888889
"V.ratio.HL",1.49019607843137,2.01052631578947
"discrepancy.HL",7,7
"extinction.slope.HL",1.69038640992863,1.99892990605718
"robustness.HL",0.628788441269751,0.659673536584916
"functional.complementarity.HL",11.2765299593672,12.3264868749472
"partner.diversity.HL",0.934276320526828,1.10409818352485
"generality.HL",3,3.63157894736842
"Raw.Camera",39,39
"Raw.Transect",0,0
