"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.270833333333333,0.270833333333333
"web asymmetry",-0.142857142857143,-0.142857142857143
"links per species",0.928571428571429,0.928571428571429
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.25,0.25
"nestedness",30.5624619136607,32.5119059260892
"weighted nestedness",0.250573172740108,0.25251928684803
"weighted NODF",29.0697674418605,29.0697674418605
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.109612158308126,0.109612158308126
"linkage density",2.30769230769231,2.30769230769231
"weighted connectance",0.164835164835165,0.164835164835165
"Fisher alpha",3355443137.26923,3355443137.26923
"Shannon diversity",2.56494935746154,2.56494935746154
"interaction evenness",0.662571989993357,0.662571989993357
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",6,8
"mean.number.of.shared.partners.HL",0.4,0.392857142857143
"cluster.coefficient.HL",0.336538461538462,0.32051282051282
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.173333333333333,0.236904761904762
"togetherness.HL",0.104166666666667,0.150793650793651
"C.score.HL",0.669444444444444,0.639880952380952
"V.ratio.HL",0.773584905660377,0.449275362318841
"discrepancy.HL",7,8
"extinction.slope.HL",2.02621864123333,1.5530376790879
"robustness.HL",0.662199262229975,0.612003251000106
"functional.complementarity.HL",10.1993985667244,9.41243852884724
"partner.diversity.HL",0.893354079440283,0.573439996104923
"generality.HL",2.69230769230769,1.92307692307692
"Raw.Camera",32,32
"Raw.Transect",4,4
