"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.207692307692308,0.207692307692308
"web asymmetry",-0.130434782608696,-0.130434782608696
"links per species",1.17391304347826,1.17391304347826
"number of compartments",2,2
"compartment diversity",1.34371637842269,1.34371637842269
"cluster coefficient",0.192307692307692,0.192307692307692
"nestedness",23.7991563410056,23.6934664974507
"weighted nestedness",0.314886041208114,0.314142553224436
"weighted NODF",22.5609756097561,22.5609756097561
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.185449926813806,0.185449926813806
"linkage density",3.14814814814815,3.14814814814815
"weighted connectance",0.136876006441224,0.136876006441224
"Fisher alpha",3355443172.75926,3355443172.75926
"Shannon diversity",3.29583686600433,3.29583686600433
"interaction evenness",0.677106017338172,0.677106017338172
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",10,13
"mean.number.of.shared.partners.HL",0.555555555555556,0.423076923076923
"cluster.coefficient.HL",0.264957264957265,0.285185185185185
"weighted.cluster.coefficient.HL",0.207547169811321,0.230769230769231
"niche.overlap.HL",0.191181657848325,0.19516687016687
"togetherness.HL",0.112222222222222,0.106303418803419
"C.score.HL",0.673148148148148,0.695299145299145
"V.ratio.HL",1.04145077720207,1.05426356589147
"discrepancy.HL",13,15
"extinction.slope.HL",0.999940898136423,1.88020189250157
"robustness.HL",0.701436848289486,0.648310782308726
"functional.complementarity.HL",17.2732965873012,17.5953431476106
"partner.diversity.HL",1.13893138829086,0.901589771185866
"generality.HL",3.44444444444444,2.85185185185185
"Raw.Camera",52,52
"Raw.Transect",24,24
