"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.172727272727273,0.172727272727273
"web asymmetry",-0.0476190476190476,-0.0476190476190476
"links per species",0.904761904761905,0.904761904761905
"number of compartments",4,4
"compartment diversity",2.88813955384623,2.88813955384623
"cluster coefficient",0.0909090909090909,0.0909090909090909
"nestedness",22.4861039429053,22.4861039429053
"weighted nestedness",NA,NA
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.0547509540393576,-0.0547509540393576
"linkage density",2.57894736842105,2.57894736842105
"weighted connectance",0.12280701754386,0.12280701754386
"Fisher alpha",1677721597.65789,1677721597.65789
"Shannon diversity",2.94443897916644,2.94443897916644
"interaction evenness",0.626412355765699,0.626412355765699
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",10,11
"mean.number.of.shared.partners.HL",0.266666666666667,0.327272727272727
"cluster.coefficient.HL",0.263157894736842,0.226315789473684
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.132627865961199,0.166666666666667
"togetherness.HL",0.0622222222222222,0.109090909090909
"C.score.HL",0.815555555555556,0.725252525252525
"V.ratio.HL",1.28571428571429,0.727272727272727
"discrepancy.HL",11,11
"extinction.slope.HL",1.49410733380146,0.999871651267577
"robustness.HL",0.6010271762025,0.601955211871588
"functional.complementarity.HL",13.0609483736352,13.2431305845976
"partner.diversity.HL",0.861313459415255,0.693860392843016
"generality.HL",2.89473684210526,2.26315789473684
"Raw.Camera",72,72
"Raw.Transect",0,0
