"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.388888888888889,0.388888888888889
"web asymmetry",0.2,0.2
"links per species",1.4,1.4
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.333333333333333,0.333333333333333
"nestedness",14.5760585726199,14.5760585726199
"weighted nestedness",0.652302074285294,0.652422808793306
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.110881988819631,-0.110881988819631
"linkage density",3.95238095238095,3.95238095238095
"weighted connectance",0.263492063492063,0.263492063492063
"Fisher alpha",3355443196.21429,3355443196.21429
"Shannon diversity",3.04452243772342,3.04452243772342
"interaction evenness",0.763232542969351,0.763232542969351
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",9,6
"mean.number.of.shared.partners.HL",1.11111111111111,1.46666666666667
"cluster.coefficient.HL",0.515873015873016,0.534391534391534
"weighted.cluster.coefficient.HL",0.5,0.287128712871287
"niche.overlap.HL",0.461331569664903,0.386469456469456
"togetherness.HL",0.265432098765432,0.206666666666667
"C.score.HL",0.282407407407407,0.312777777777778
"V.ratio.HL",1.63636363636364,2.70491803278688
"discrepancy.HL",4,4
"extinction.slope.HL",2.32925214071641,2.98192367899577
"robustness.HL",0.685929232324882,0.732586597328069
"functional.complementarity.HL",10.2228405545616,10.6496038243679
"partner.diversity.HL",1.00224223600067,1.45283690076388
"generality.HL",3.0952380952381,4.80952380952381
"Raw.Camera",54,54
"Raw.Transect",11,11
