"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.153846153846154,0.153846153846154
"web asymmetry",-0.1875,-0.1875
"links per species",1.1875,1.1875
"number of compartments",2,2
"compartment diversity",1.26338125030273,1.26338125030273
"cluster coefficient",0.157894736842105,0.157894736842105
"nestedness",21.8293643573722,21.727544729145
"weighted nestedness",0.330834224548696,0.324465969612281
"weighted NODF",19.5983935742972,19.5983935742972
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0980003020280455,0.0980003020280455
"linkage density",3.55263157894737,3.55263157894737
"weighted connectance",0.111019736842105,0.111019736842105
"Fisher alpha",3355443195.31579,3355443195.31579
"Shannon diversity",3.63758615972639,3.63758615972639
"interaction evenness",0.660252270754392,0.660252270754392
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",13,19
"mean.number.of.shared.partners.HL",0.423076923076923,0.374269005847953
"cluster.coefficient.HL",0.229916897506925,0.210526315789474
"weighted.cluster.coefficient.HL",0.117903930131004,0.192307692307692
"niche.overlap.HL",0.147321410782949,0.179657477025898
"togetherness.HL",0.0639568764568765,0.0853522695627959
"C.score.HL",0.729252136752137,0.72270955165692
"V.ratio.HL",1.83076923076923,0.956834532374101
"discrepancy.HL",22,21
"extinction.slope.HL",2.25460265814431,1.76894833290323
"robustness.HL",0.683518037464069,0.63624577948256
"functional.complementarity.HL",23.8330236982658,23.4452526580586
"partner.diversity.HL",1.30391825951032,0.843900536208717
"generality.HL",4.36842105263158,2.73684210526316
"Raw.Camera",94,94
"Raw.Transect",58,58
