"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.179487179487179,0.179487179487179
"web asymmetry",-0.04,-0.04
"links per species",1.12,1.12
"number of compartments",2,2
"compartment diversity",1.32150253292991,1.32150253292991
"cluster coefficient",0.115384615384615,0.115384615384615
"nestedness",22.94824394267,22.3498179038107
"weighted nestedness",0.360935387440545,0.353055523086407
"weighted NODF",23.1481481481481,23.1481481481481
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.0197340324404404,-0.0197340324404404
"linkage density",3.17857142857143,3.17857142857143
"weighted connectance",0.127142857142857,0.127142857142857
"Fisher alpha",3355443199.71429,3355443199.71429
"Shannon diversity",3.3322045101752,3.3322045101752
"interaction evenness",0.659861292161898,0.659861292161898
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",12,13
"mean.number.of.shared.partners.HL",0.424242424242424,0.423076923076923
"cluster.coefficient.HL",0.258241758241758,0.25
"weighted.cluster.coefficient.HL",0.127659574468085,0.121951219512195
"niche.overlap.HL",0.173809523809524,0.192765567765568
"togetherness.HL",0.090530303030303,0.0947293447293447
"C.score.HL",0.690673400673401,0.686965811965812
"V.ratio.HL",1.36507936507937,1.14074074074074
"discrepancy.HL",16,14
"extinction.slope.HL",1.91284332571134,1.94292961252801
"robustness.HL",0.650200183745484,0.657885970571257
"functional.complementarity.HL",18.9713604559715,18.8027183678585
"partner.diversity.HL",1.05776873792675,0.928564099560254
"generality.HL",3.35714285714286,3
"Raw.Camera",67,67
"Raw.Transect",51,51
