"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.21025641025641,0.21025641025641
"web asymmetry",-0.0714285714285714,-0.0714285714285714
"links per species",1.46428571428571,1.46428571428571
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.133333333333333,0.133333333333333
"nestedness",18.8461700780922,18.9245355745255
"weighted nestedness",0.412071831846028,0.416345228018328
"weighted NODF",33.6143637782982,33.6143637782982
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0211885187228329,0.0211885187228329
"linkage density",4.31707317073171,4.31707317073171
"weighted connectance",0.15418118466899,0.15418118466899
"Fisher alpha",26843543903.4269,26843543903.4269
"Shannon diversity",3.71357206670431,3.71357206670431
"interaction evenness",0.704261782209556,0.704261782209556
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",13,15
"mean.number.of.shared.partners.HL",0.756410256410256,0.733333333333333
"cluster.coefficient.HL",0.317073170731707,0.298311444652908
"weighted.cluster.coefficient.HL",0.381789137380192,0.405701754385965
"niche.overlap.HL",0.208955787801942,0.232430426716141
"togetherness.HL",0.110347985347985,0.131519274376417
"C.score.HL",0.585374694749695,0.57989984882842
"V.ratio.HL",2.28342245989305,1.67619047619048
"discrepancy.HL",20,18
"extinction.slope.HL",2.42599596845969,2.27627281312163
"robustness.HL",0.700116976036554,0.685540995030306
"functional.complementarity.HL",22.0540004855257,19.9258358828752
"partner.diversity.HL",1.3865650677395,1.20921702190559
"generality.HL",4.75609756097561,3.8780487804878
"Raw.Camera",127,127
"Raw.Transect",12,12
