"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.179487179487179,0.179487179487179
"web asymmetry",-0.235294117647059,-0.235294117647059
"links per species",1.44117647058824,1.44117647058824
"number of compartments",2,2
"compartment diversity",1.25071836227823,1.25071836227823
"cluster coefficient",0.19047619047619,0.19047619047619
"nestedness",22.7936789964992,22.8067039638526
"weighted nestedness",0.288677907782442,0.296563043242372
"weighted NODF",27.0014880952381,27.0014880952381
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.145433624980637,0.145433624980637
"linkage density",4.55102040816327,4.55102040816327
"weighted connectance",0.133853541416567,0.133853541416567
"Fisher alpha",13421772563.2755,13421772563.2755
"Shannon diversity",3.89182029811063,3.89182029811063
"interaction evenness",0.693794432026786,0.693794432026786
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",13,21
"mean.number.of.shared.partners.HL",0.67948717948718,0.576190476190476
"cluster.coefficient.HL",0.282798833819242,0.243328100470958
"weighted.cluster.coefficient.HL",0.311918063314711,0.486425339366516
"niche.overlap.HL",0.138973988973989,0.212981859410431
"togetherness.HL",0.0717948717948718,0.114285714285714
"C.score.HL",0.693070263070263,0.635978835978836
"V.ratio.HL",2.86721991701245,1.15718157181572
"discrepancy.HL",25,24
"extinction.slope.HL",2.48391824335913,1.98962608685136
"robustness.HL",0.700782209215696,0.663816324358654
"functional.complementarity.HL",28.5364708350752,28.7029481022027
"partner.diversity.HL",1.60257100991111,1.01531120401835
"generality.HL",5.93877551020408,3.16326530612245
"Raw.Camera",174,174
"Raw.Transect",38,38
