"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.175213675213675,0.175213675213675
"web asymmetry",-0.161290322580645,-0.161290322580645
"links per species",1.32258064516129,1.32258064516129
"number of compartments",2,2
"compartment diversity",1.27025427100027,1.27025427100027
"cluster coefficient",0.166666666666667,0.166666666666667
"nestedness",21.7834781978,21.576631793878
"weighted nestedness",0.307193651308027,0.298490987932373
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0865687866169915,0.0865687866169915
"linkage density",3.8780487804878,3.8780487804878
"weighted connectance",0.125098347757671,0.125098347757671
"Fisher alpha",26843543903.4269,26843543903.4269
"Shannon diversity",3.71357206670431,3.71357206670431
"interaction evenness",0.680724743452762,0.680724743452762
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",13,18
"mean.number.of.shared.partners.HL",0.58974358974359,0.470588235294118
"cluster.coefficient.HL",0.250677506775068,0.24953095684803
"weighted.cluster.coefficient.HL",0.160944206008584,0.276150627615063
"niche.overlap.HL",0.160963110963111,0.180138924256571
"togetherness.HL",0.0855810855810856,0.0927482103952692
"C.score.HL",0.692281527995814,0.677624753605146
"V.ratio.HL",1.81,1.28933092224231
"discrepancy.HL",22,24
"extinction.slope.HL",2.54157797037011,2.03097902981322
"robustness.HL",0.708384678172898,0.665046913538971
"functional.complementarity.HL",23.9882437845042,26.8927167300516
"partner.diversity.HL",1.35962314615006,1.00465634786263
"generality.HL",4.51219512195122,3.24390243902439
"Raw.Camera",112,112
"Raw.Transect",0,0
