"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.26984126984127,0.26984126984127
"web asymmetry",-0.125,-0.125
"links per species",1.0625,1.0625
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.222222222222222,0.222222222222222
"nestedness",26.6596576309897,27.2540881933259
"weighted nestedness",0.330949774719601,0.32408767813341
"weighted NODF",35.0877192982456,35.0877192982456
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.10015447580595,0.10015447580595
"linkage density",2.82352941176471,2.82352941176471
"weighted connectance",0.176470588235294,0.176470588235294
"Fisher alpha",1677721590.85294,1677721590.85294
"Shannon diversity",2.83321334405622,2.83321334405622
"interaction evenness",0.683833264221124,0.683833264221124
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",7,9
"mean.number.of.shared.partners.HL",0.619047619047619,0.5
"cluster.coefficient.HL",0.34640522875817,0.361344537815126
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.247165532879819,0.237566137566138
"togetherness.HL",0.145238095238095,0.150462962962963
"C.score.HL",0.563227513227513,0.58179012345679
"V.ratio.HL",1.07894736842105,0.98
"discrepancy.HL",7,7
"extinction.slope.HL",2.16683342233603,1.72676638201861
"robustness.HL",0.67799130315744,0.62998554922153
"functional.complementarity.HL",11.4546840312399,12.4583303183275
"partner.diversity.HL",1.02420305978935,0.795479149271065
"generality.HL",3.11764705882353,2.52941176470588
"Raw.Camera",30,30
"Raw.Transect",11,11
