"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.171875,0.171875
"web asymmetry",0,0
"links per species",0.6875,0.6875
"number of compartments",5,5
"compartment diversity",4.68229879599988,4.68229879599988
"cluster coefficient",0.125,0.125
"nestedness",33.2281412990501,33.2281412990501
"weighted nestedness",NA,NA
"weighted NODF",8.92857142857143,8.92857142857143
"interaction strength asymmetry",NA,NA
"specialisation asymmetry",0.120420598760802,0.120420598760802
"linkage density",1.63636363636364,1.63636363636364
"weighted connectance",0.102272727272727,0.102272727272727
"Fisher alpha",13421771060.0457,13421771060.0457
"Shannon diversity",2.39789527279837,2.39789527279837
"interaction evenness",0.57657193643955,0.57657193643955
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",8,8
"mean.number.of.shared.partners.HL",0.142857142857143,0.107142857142857
"cluster.coefficient.HL",0.193181818181818,0.215909090909091
"weighted.cluster.coefficient.HL",NA,NA
"niche.overlap.HL",0.107142857142857,0.0773809523809524
"togetherness.HL",0.0744047619047619,0.0428571428571429
"C.score.HL",0.857142857142857,0.892857142857143
"V.ratio.HL",0.217391304347826,0.436619718309859
"discrepancy.HL",8,7
"extinction.slope.HL",1.40117812820642,1.21854124981876
"robustness.HL",0.582562100258283,0.546291396597675
"functional.complementarity.HL",10.1832991412626,10.715853312054
"partner.diversity.HL",0.378080280305425,0.425648293374929
"generality.HL",1.54545454545455,1.72727272727273
"Raw.Camera",0,0
"Raw.Transect",18,18
