"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.151111111111111,0.151111111111111
"web asymmetry",-0.333333333333333,-0.333333333333333
"links per species",1.51111111111111,1.51111111111111
"number of compartments",2,2
"compartment diversity",1.19939862135364,1.19939862135364
"cluster coefficient",0.1,0.1
"nestedness",12.6389396302934,12.6491818056436
"weighted nestedness",0.440875722587413,0.43753553832958
"weighted NODF",26.1974106140773,26.1974106140773
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.151814740988549,0.151814740988549
"linkage density",5.57352941176471,5.57352941176471
"weighted connectance",0.123856209150327,0.123856209150327
"Fisher alpha",6710886363.41177,6710886363.41177
"Shannon diversity",4.21950770517611,4.21950770517611
"interaction evenness",0.690675512493607,0.690675512493607
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",15,30
"mean.number.of.shared.partners.HL",0.657142857142857,0.55632183908046
"cluster.coefficient.HL",0.270588235294118,0.201960784313725
"weighted.cluster.coefficient.HL",0.231539888682746,0.490297542043984
"niche.overlap.HL",0.110560632809022,0.23034665207079
"togetherness.HL",0.0510204081632653,0.118942528735632
"C.score.HL",0.729057186703445,0.620313537675607
"V.ratio.HL",4.49140049140049,1.04569892473118
"discrepancy.HL",42,39
"extinction.slope.HL",0.999995083603723,1.7555019783492
"robustness.HL",0.712828025574218,0.635985780029052
"functional.complementarity.HL",33.3853741832993,33.6808595611421
"partner.diversity.HL",1.88598691208298,0.980995210861697
"generality.HL",8.11764705882353,3.02941176470588
"Raw.Camera",136,136
"Raw.Transect",89,89
