"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.2265625,0.2265625
"web asymmetry",-0.333333333333333,-0.333333333333333
"links per species",1.20833333333333,1.20833333333333
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.21875,0.21875
"nestedness",25.6016460124591,25.7280854686273
"weighted nestedness",0.378874589227637,0.381539142593037
"weighted NODF",33.2657657657658,33.2657657657658
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.241851754048022,0.241851754048022
"linkage density",3.79310344827586,3.79310344827586
"weighted connectance",0.158045977011494,0.158045977011494
"Fisher alpha",6710886262.77586,6710886262.77586
"Shannon diversity",3.36729582998647,3.36729582998647
"interaction evenness",0.693997285018225,0.693997285018225
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",8,16
"mean.number.of.shared.partners.HL",0.678571428571429,0.516666666666667
"cluster.coefficient.HL",0.329741379310345,0.288793103448276
"weighted.cluster.coefficient.HL",0.0756302521008403,0.241935483870968
"niche.overlap.HL",0.15671669600241,0.263412698412698
"togetherness.HL",0.0859375,0.1578125
"C.score.HL",0.637400793650794,0.58275462962963
"V.ratio.HL",2.32121212121212,0.742765273311897
"discrepancy.HL",16,13
"extinction.slope.HL",2.64310170509106,1.72141604261921
"robustness.HL",0.71272060363302,0.634255260203756
"functional.complementarity.HL",17.5550180515166,16.0805531395538
"partner.diversity.HL",1.52669975936074,0.723374671964556
"generality.HL",5.27586206896552,2.31034482758621
"Raw.Camera",52,52
"Raw.Transect",28,28
