"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.30952380952381,0.30952380952381
"web asymmetry",-0.0769230769230769,-0.0769230769230769
"links per species",1,1
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.357142857142857,0.357142857142857
"nestedness",34.8841585415555,34.8841585415555
"weighted nestedness",0.0986169751016061,0.0942679925955482
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.142693283779981,0.142693283779981
"linkage density",2.38461538461538,2.38461538461538
"weighted connectance",0.183431952662722,0.183431952662722
"Fisher alpha",3355443137.26923,3355443137.26923
"Shannon diversity",2.56494935746154,2.56494935746154
"interaction evenness",0.686242931936709,0.686242931936709
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",6,7
"mean.number.of.shared.partners.HL",0.533333333333333,0.476190476190476
"cluster.coefficient.HL",0.362637362637363,0.371794871794872
"weighted.cluster.coefficient.HL",0.1875,0.272727272727273
"niche.overlap.HL",0.22,0.223809523809524
"togetherness.HL",0.133333333333333,0.137566137566138
"C.score.HL",0.6,0.604497354497355
"V.ratio.HL",0.591836734693877,0.586206896551724
"discrepancy.HL",5,5
"extinction.slope.HL",2.17422297687651,1.86823177570972
"robustness.HL",0.679080637942269,0.648233285394702
"functional.complementarity.HL",10.223270886491,10.7321497837904
"partner.diversity.HL",0.867215766087144,0.720327881096034
"generality.HL",2.53846153846154,2.23076923076923
"Raw.Camera",26,26
"Raw.Transect",0,0
