"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.428571428571429,0.428571428571429
"web asymmetry",0.166666666666667,0.166666666666667
"links per species",1.25,1.25
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.4,0.4
"nestedness",41.870116345431,41.870116345431
"weighted nestedness",-0.207356369797288,-0.243292843979073
"weighted NODF",23.6559139784946,23.6559139784946
"interaction strength asymmetry",0.185627086992989,0.185627086992989
"specialisation asymmetry",0.0846301332182136,0.0846301332182136
"linkage density",2.13305939864011,2.13305939864011
"weighted connectance",0.177754949886676,0.177754949886676
"Fisher alpha",NA,NA
"Shannon diversity",2.21861166962291,2.21861166962291
"interaction evenness",0.62402094851256,0.62402094851256
"Alatalo interaction evenness",0.674978668610459,0.674978668610459
"H2",0.602866430578975,0.602866430578975
"number.of.species.HL",7,5
"mean.number.of.shared.partners.HL",1,1
"cluster.coefficient.HL",0.52485549132948,0.549958711808423
"weighted.cluster.coefficient.HL",0.34355616815989,0.23268921095008
"niche.overlap.HL",0.21915905252102,0.220981013611838
"togetherness.HL",0.293650793650794,0.108333333333333
"C.score.HL",0.384920634920635,0.566666666666667
"V.ratio.HL",0.416666666666667,1.5
"discrepancy.HL",5,6
"extinction.slope.HL",2.35790943348564,3.17593315387404
"robustness.HL",0.693469753259873,0.75625289479027
"functional.complementarity.HL",14.7772917349846,14.1112907304057
"partner.diversity.HL",0.669831474894423,0.806950908009218
"generality.HL",1.98213288888762,2.2839859083926
