"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.227272727272727,0.227272727272727
"web asymmetry",-0.157894736842105,-0.157894736842105
"links per species",1.05263157894737,1.05263157894737
"number of compartments",2,2
"compartment diversity",1.40003292973449,1.40003292973449
"cluster coefficient",0.181818181818182,0.181818181818182
"nestedness",33.8280909979559,34.1647684223209
"weighted nestedness",0.165665998932932,0.176235232678144
"weighted NODF",21.3855421686747,21.3855421686747
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0534597833699486,0.0534597833699486
"linkage density",2.8,2.8
"weighted connectance",0.147368421052632,0.147368421052632
"Fisher alpha",3355443160,3355443160
"Shannon diversity",2.99573227355399,2.99573227355399
"interaction evenness",0.669087986382172,0.669087986382172
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",8,11
"mean.number.of.shared.partners.HL",0.428571428571429,0.436363636363636
"cluster.coefficient.HL",0.309090909090909,0.275
"weighted.cluster.coefficient.HL",0.08,0.206896551724138
"niche.overlap.HL",0.143934240362812,0.201818181818182
"togetherness.HL",0.086734693877551,0.140606060606061
"C.score.HL",0.765178571428571,0.687373737373737
"V.ratio.HL",1.24137931034483,0.552631578947368
"discrepancy.HL",9,10
"extinction.slope.HL",2.13316188902382,1.74369538959493
"robustness.HL",0.676788403497055,0.634630278022056
"functional.complementarity.HL",13.3862084690182,14.3979205770202
"partner.diversity.HL",1.09550665866847,0.702319684068633
"generality.HL",3.4,2.2
"Raw.Camera",38,38
"Raw.Transect",18,18
