"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.175824175824176,0.175824175824176
"web asymmetry",-0.037037037037037,-0.037037037037037
"links per species",1.18518518518519,1.18518518518519
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.142857142857143,0.142857142857143
"nestedness",34.8350348713695,35.9385158124725
"weighted nestedness",0.16350473443156,0.183058813274866
"weighted NODF",20.1183431952663,20.1183431952663
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.032745642050467,-0.032745642050467
"linkage density",3.09375,3.09375
"weighted connectance",0.114583333333333,0.114583333333333
"Fisher alpha",53687082416.0014,53687082416.0014
"Shannon diversity",3.46573590279973,3.46573590279973
"interaction evenness",0.665974529088568,0.665974529088568
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",13,14
"mean.number.of.shared.partners.HL",0.358974358974359,0.428571428571429
"cluster.coefficient.HL",0.245535714285714,0.211538461538462
"weighted.cluster.coefficient.HL",0.0444444444444444,0.0645161290322581
"niche.overlap.HL",0.117673992673993,0.170826792255364
"togetherness.HL",0.0689458689458689,0.0950549450549451
"C.score.HL",0.772264957264957,0.712026862026862
"V.ratio.HL",1.23780487804878,0.615384615384615
"discrepancy.HL",19,19
"extinction.slope.HL",2.00700155004894,2.19861746523467
"robustness.HL",0.662073720685571,0.68370864996295
"functional.complementarity.HL",22.3536676159315,21.9029354311869
"partner.diversity.HL",1.09037892193374,0.923384474778349
"generality.HL",3.4375,2.75
"Raw.Camera",49,49
"Raw.Transect",30,30
