"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.193181818181818,0.193181818181818
"web asymmetry",-0.185185185185185,-0.185185185185185
"links per species",1.25925925925926,1.25925925925926
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.125,0.125
"nestedness",32.513610959867,32.5880286427749
"weighted nestedness",0.258592917811065,0.269132044708758
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0702628674310437,0.0702628674310437
"linkage density",3.47058823529412,3.47058823529412
"weighted connectance",0.128540305010893,0.128540305010893
"Fisher alpha",3355443181.70588,3355443181.70588
"Shannon diversity",3.52636052461616,3.52636052461616
"interaction evenness",0.682017491592708,0.682017491592708
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",11,16
"mean.number.of.shared.partners.HL",0.490909090909091,0.475
"cluster.coefficient.HL",0.272058823529412,0.235294117647059
"weighted.cluster.coefficient.HL",0.14410480349345,0.293478260869565
"niche.overlap.HL",0.146421356421356,0.209821428571429
"togetherness.HL",0.0741702741702742,0.117222222222222
"C.score.HL",0.715125541125541,0.66537037037037
"V.ratio.HL",1.65034965034965,0.636363636363636
"discrepancy.HL",20,18
"extinction.slope.HL",2.55347706882206,1.93413480374625
"robustness.HL",0.709821999816841,0.657186418020715
"functional.complementarity.HL",20.9431987112772,21.9443872047595
"partner.diversity.HL",1.32993116703714,0.853678089680665
"generality.HL",4.35294117647059,2.58823529411765
"Raw.Camera",102,102
"Raw.Transect",0,0
