"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.204545454545455,0.204545454545455
"web asymmetry",-0.0434782608695652,-0.0434782608695652
"links per species",1.17391304347826,1.17391304347826
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.25,0.25
"nestedness",22.8745436055876,22.5655668928665
"weighted nestedness",0.316586891697294,0.322161585479626
"weighted NODF",26.5289256198347,26.5289256198347
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.189706074808247,0.189706074808247
"linkage density",3.33333333333333,3.33333333333333
"weighted connectance",0.144927536231884,0.144927536231884
"Fisher alpha",3355443172.75926,3355443172.75926
"Shannon diversity",3.29583686600433,3.29583686600433
"interaction evenness",0.674988852355198,0.674988852355198
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",11,12
"mean.number.of.shared.partners.HL",0.636363636363636,0.424242424242424
"cluster.coefficient.HL",0.256172839506173,0.326599326599327
"weighted.cluster.coefficient.HL",0.198347107438017,0.172413793103448
"niche.overlap.HL",0.233203463203463,0.154693034238489
"togetherness.HL",0.146590909090909,0.0772727272727273
"C.score.HL",0.580681818181818,0.700589225589226
"V.ratio.HL",0.92,1.80497925311203
"discrepancy.HL",15,13
"extinction.slope.HL",0.999925097153502,1.7218098338228
"robustness.HL",0.681443832163288,0.631710963408462
"functional.complementarity.HL",17.252440795497,17.9630994298245
"partner.diversity.HL",1.03367915898413,1.07500203885713
"generality.HL",3.07407407407407,3.59259259259259
"Raw.Camera",12,12
"Raw.Transect",136,136
