"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.138888888888889,0.138888888888889
"web asymmetry",-0.2,-0.2
"links per species",1,1
"number of compartments",2,2
"compartment diversity",1.27753191707406,1.27753191707406
"cluster coefficient",0.111111111111111,0.111111111111111
"nestedness",23.1409188416791,23.072046928565
"weighted nestedness",0.157901320992762,0.167360610577338
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.225254600684813,0.225254600684813
"linkage density",2.8,2.8
"weighted connectance",0.0933333333333333,0.0933333333333333
"Fisher alpha",13421772281.6667,13421772281.6667
"Shannon diversity",3.40119738166216,3.40119738166216
"interaction evenness",0.632748133901309,0.632748133901309
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",12,18
"mean.number.of.shared.partners.HL",0.333333333333333,0.209150326797386
"cluster.coefficient.HL",0.174074074074074,0.205555555555556
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.126911976911977,0.109684614586575
"togetherness.HL",0.0694638694638695,0.0515406162464986
"C.score.HL",0.768623737373737,0.820315904139434
"V.ratio.HL",0.797202797202797,0.968609865470852
"discrepancy.HL",20,18
"extinction.slope.HL",2.23790914198374,1.43682226087783
"robustness.HL",0.68600260007148,0.588190928654855
"functional.complementarity.HL",21.332849570831,21.8469791399013
"partner.diversity.HL",1.04247985425393,0.701569565200469
"generality.HL",3.13333333333333,2.46666666666667
"Raw.Camera",71,71
"Raw.Transect",0,0
