"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.166666666666667,0.166666666666667
"web asymmetry",-0.2,-0.2
"links per species",1.6,1.6
"number of compartments",2,2
"compartment diversity",1.21959061791417,1.21959061791417
"cluster coefficient",0.0833333333333333,0.0833333333333333
"nestedness",17.8732051356758,17.8481175507102
"weighted nestedness",0.379592684213787,0.387860251652682
"weighted NODF",31.9138353229262,31.9138353229262
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0612966770118143,0.0612966770118143
"linkage density",5.625,5.625
"weighted connectance",0.140625,0.140625
"Fisher alpha",107374164832.003,107374164832.003
"Shannon diversity",4.15888308335967,4.15888308335967
"interaction evenness",0.698896471533334,0.698896471533334
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",16,24
"mean.number.of.shared.partners.HL",0.716666666666667,0.760869565217391
"cluster.coefficient.HL",0.315104166666667,0.23046875
"weighted.cluster.coefficient.HL",0.388162197514715,0.622658340767172
"niche.overlap.HL",0.132944673139686,0.252523482958266
"togetherness.HL",0.0644522144522145,0.131009891879457
"C.score.HL",0.722161195286195,0.556611599953991
"V.ratio.HL",4.62944162436548,1.49049429657795
"discrepancy.HL",28,26
"extinction.slope.HL",2.12486680617235,2.10012342005972
"robustness.HL",0.6760480821087,0.671216528585923
"functional.complementarity.HL",29.9638201194002,33.455499019558
"partner.diversity.HL",1.79040056203303,1.16210700616985
"generality.HL",7.5625,3.6875
"Raw.Camera",138,138
"Raw.Transect",197,197
