"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.173611111111111,0.173611111111111
"web asymmetry",0,0
"links per species",1.04166666666667,1.04166666666667
"number of compartments",3,3
"compartment diversity",1.91928138508358,1.91928138508358
"cluster coefficient",0.166666666666667,0.166666666666667
"nestedness",29.8604870781158,29.778461295962
"weighted nestedness",0.024426092468239,0.0253815092558605
"weighted NODF",12.1212121212121,12.1212121212121
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.0260934272560223,-0.0260934272560223
"linkage density",2.56,2.56
"weighted connectance",0.106666666666667,0.106666666666667
"Fisher alpha",NA,NA
"Shannon diversity",3.2188758248682,3.2188758248682
"interaction evenness",0.647685462377997,0.647685462377997
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",12,12
"mean.number.of.shared.partners.HL",0.303030303030303,0.287878787878788
"cluster.coefficient.HL",0.21,0.216666666666667
"weighted.cluster.coefficient.HL",0.272727272727273,0.315789473684211
"niche.overlap.HL",0.124458874458874,0.113347763347763
"togetherness.HL",0.0892255892255892,0.0700757575757576
"C.score.HL",0.809553872053872,0.823021885521885
"V.ratio.HL",0.557446808510638,0.654008438818565
"discrepancy.HL",16,15
"extinction.slope.HL",1.91323093530362,1.92332694599468
"robustness.HL",0.654491127779719,0.654137451193946
"functional.complementarity.HL",18.4329523072714,18.5581534364088
"partner.diversity.HL",0.839114619478884,0.860044545229466
"generality.HL",2.52,2.6
"Raw.Camera",49,49
"Raw.Transect",50,50
