"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.204081632653061,0.204081632653061
"web asymmetry",0,0
"links per species",0.714285714285714,0.714285714285714
"number of compartments",4,4
"compartment diversity",3.43028478181225,3.43028478181225
"cluster coefficient",0.142857142857143,0.142857142857143
"nestedness",39.6496492842383,39.6496492842383
"weighted nestedness",NA,NA
"weighted NODF",10.7142857142857,10.7142857142857
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.124992220993311,0.124992220993311
"linkage density",1.7,1.7
"weighted connectance",0.121428571428571,0.121428571428571
"Fisher alpha",1677721580,1677721580
"Shannon diversity",2.30258509299405,2.30258509299405
"interaction evenness",0.591647331227469,0.591647331227469
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",7,7
"mean.number.of.shared.partners.HL",0.19047619047619,0.142857142857143
"cluster.coefficient.HL",0.228571428571429,0.257142857142857
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.119047619047619,0.0904761904761905
"togetherness.HL",0.0904761904761905,0.0515873015873016
"C.score.HL",0.821428571428571,0.873015873015873
"V.ratio.HL",0.230769230769231,0.481481481481482
"discrepancy.HL",6,6
"extinction.slope.HL",1.41261554182622,1.33828825681031
"robustness.HL",0.584586354285861,0.570506943102053
"functional.complementarity.HL",10.0201996405147,9.69011295133549
"partner.diversity.HL",0.415888308335967,0.468213122712422
"generality.HL",1.6,1.8
"Raw.Camera",0,0
"Raw.Transect",15,15
