"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.162835249042146,0.162835249042146
"web asymmetry",-0.234042553191489,-0.234042553191489
"links per species",1.80851063829787,1.80851063829787
"number of compartments",2,2
"compartment diversity",1.19240839723929,1.19240839723929
"cluster coefficient",0.120689655172414,0.120689655172414
"nestedness",17.7916015403729,17.8071793302192
"weighted nestedness",0.358150837073359,0.36471356789179
"weighted NODF",30.9570661896243,30.9570661896243
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.037513002377262,0.037513002377262
"linkage density",6.2,6.2
"weighted connectance",0.131914893617021,0.131914893617021
"Fisher alpha",26843544889.5588,26843544889.5588
"Shannon diversity",4.44265125649032,4.44265125649032
"interaction evenness",0.709953220444799,0.709953220444799
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",18,29
"mean.number.of.shared.partners.HL",0.790849673202614,0.79064039408867
"cluster.coefficient.HL",0.294929006085193,0.213725490196078
"weighted.cluster.coefficient.HL",0.40714532274767,0.63609022556391
"niche.overlap.HL",0.125320930245941,0.245873625553429
"togetherness.HL",0.0609710550887021,0.128846522935193
"C.score.HL",0.727488198983297,0.569187289858472
"V.ratio.HL",4.87198669991687,1.29919447640967
"discrepancy.HL",39,46
"extinction.slope.HL",2.77853307657208,2.45618618138492
"robustness.HL",0.723876514079647,0.701633330583329
"functional.complementarity.HL",38.924699213297,42.9194863942431
"partner.diversity.HL",1.92235027622926,1.23359316793147
"generality.HL",8.55294117647059,3.84705882352941
"Raw.Camera",213,213
"Raw.Transect",237,237
