"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.209090909090909,0.209090909090909
"web asymmetry",-0.0476190476190476,-0.0476190476190476
"links per species",1.0952380952381,1.0952380952381
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.181818181818182,0.181818181818182
"nestedness",27.3582386935888,27.5417484788789
"weighted nestedness",0.316925759903175,0.320647797801864
"weighted NODF",25.4166666666667,25.4166666666667
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.128759042803492,0.128759042803492
"linkage density",2.8695652173913,2.8695652173913
"weighted connectance",0.136645962732919,0.136645962732919
"Fisher alpha",6710886289.76087,6710886289.76087
"Shannon diversity",3.13549421592915,3.13549421592915
"interaction evenness",0.667058251907103,0.667058251907103
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",10,11
"mean.number.of.shared.partners.HL",0.488888888888889,0.381818181818182
"cluster.coefficient.HL",0.256916996047431,0.291304347826087
"weighted.cluster.coefficient.HL",0.0566037735849057,0.0588235294117647
"niche.overlap.HL",0.192433862433862,0.164069264069264
"togetherness.HL",0.11984126984127,0.0872727272727273
"C.score.HL",0.669598765432099,0.698939393939394
"V.ratio.HL",0.742331288343558,1.1063829787234
"discrepancy.HL",14,13
"extinction.slope.HL",2.08339000388202,1.70629504041351
"robustness.HL",0.6707367513429,0.628662350380609
"functional.complementarity.HL",16.2806643475802,15.3231843421001
"partner.diversity.HL",0.949604856709889,0.915090737218003
"generality.HL",2.82608695652174,2.91304347826087
"Raw.Camera",40,40
"Raw.Transect",35,35
