"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.198347107438017,0.198347107438017
"web asymmetry",0,0
"links per species",1.09090909090909,1.09090909090909
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.181818181818182,0.181818181818182
"nestedness",28.2809968494408,28.2809968494408
"weighted nestedness",0.262599820613884,0.255408142806773
"weighted NODF",23.1060606060606,23.1060606060606
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0564721836542906,0.0564721836542906
"linkage density",2.83333333333333,2.83333333333333
"weighted connectance",0.128787878787879,0.128787878787879
"Fisher alpha",3355443182.83333,3355443182.83333
"Shannon diversity",3.17805383034795,3.17805383034795
"interaction evenness",0.662675694472495,0.662675694472495
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",11,11
"mean.number.of.shared.partners.HL",0.418181818181818,0.381818181818182
"cluster.coefficient.HL",0.25,0.265151515151515
"weighted.cluster.coefficient.HL",0.0566037735849057,0.0535714285714286
"niche.overlap.HL",0.166536796536797,0.161038961038961
"togetherness.HL",0.103246753246753,0.0842424242424242
"C.score.HL",0.711489898989899,0.711818181818182
"V.ratio.HL",0.77319587628866,0.97979797979798
"discrepancy.HL",15,14
"extinction.slope.HL",1.93724315698126,1.96651722006795
"robustness.HL",0.657320414798921,0.657820373889062
"functional.complementarity.HL",17.6173804915985,15.9003343777828
"partner.diversity.HL",0.910037987680311,0.934724221547248
"generality.HL",2.75,2.91666666666667
"Raw.Camera",41,41
"Raw.Transect",43,43
