"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.157142857142857,0.157142857142857
"web asymmetry",-0.166666666666667,-0.166666666666667
"links per species",0.916666666666667,0.916666666666667
"number of compartments",4,4
"compartment diversity",3.10465186725256,3.10465186725256
"cluster coefficient",0.142857142857143,0.142857142857143
"nestedness",23.0070891217072,23.0070891217072
"weighted nestedness",NA,NA
"weighted NODF",11.7647058823529,11.7647058823529
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.091635094766658,0.091635094766658
"linkage density",2.54545454545455,2.54545454545455
"weighted connectance",0.106060606060606,0.106060606060606
"Fisher alpha",26843542120.0914,26843542120.0914
"Shannon diversity",3.09104245335832,3.09104245335832
"interaction evenness",0.625509130166114,0.625509130166114
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",10,14
"mean.number.of.shared.partners.HL",0.222222222222222,0.263736263736264
"cluster.coefficient.HL",0.227272727272727,0.190909090909091
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.108888888888889,0.164835164835165
"togetherness.HL",0.0453703703703704,0.0962846677132391
"C.score.HL",0.848148148148148,0.783272283272283
"V.ratio.HL",1.21348314606742,0.436974789915966
"discrepancy.HL",15,13
"extinction.slope.HL",1.80732482045721,1.45837257234092
"robustness.HL",0.643571146425182,0.589295735810355
"functional.complementarity.HL",14.705901004789,13.7270464502258
"partner.diversity.HL",0.977323346851666,0.551675053476737
"generality.HL",3.18181818181818,1.90909090909091
"Raw.Camera",27,27
"Raw.Transect",10,10
