"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.333333333333333,0.333333333333333
"web asymmetry",-0.2,-0.2
"links per species",1.2,1.2
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.333333333333333,0.333333333333333
"nestedness",31.8245876840929,30.8247183785183
"weighted nestedness",0.248615871341946,0.239262156743264
"weighted NODF",36.9281045751634,36.9281045751634
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.406811229423855,0.406811229423855
"linkage density",2.94444444444444,2.94444444444444
"weighted connectance",0.196296296296296,0.196296296296296
"Fisher alpha",6710886142.33334,6710886142.33334
"Shannon diversity",2.89037175789616,2.89037175789616
"interaction evenness",0.724588447623813,0.724588447623813
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",6,9
"mean.number.of.shared.partners.HL",0.933333333333333,0.583333333333333
"cluster.coefficient.HL",0.37037037037037,0.425925925925926
"weighted.cluster.coefficient.HL",0.0909090909090909,0.2
"niche.overlap.HL",0.303333333333333,0.260846560846561
"togetherness.HL",0.196666666666667,0.160493827160494
"C.score.HL",0.474537037037037,0.58641975308642
"V.ratio.HL",0.580645161290323,0.882352941176471
"discrepancy.HL",10,8
"extinction.slope.HL",3.0760394655915,1.99059456713108
"robustness.HL",0.749901353506501,0.661326944187442
"functional.complementarity.HL",10.5774098365481,11.3129469338535
"partner.diversity.HL",1.16543697149845,0.828302216596
"generality.HL",3.33333333333333,2.55555555555556
"Raw.Camera",42,42
"Raw.Transect",19,19
