"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.156,0.156
"web asymmetry",-0.111111111111111,-0.111111111111111
"links per species",1.73333333333333,1.73333333333333
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.14,0.14
"nestedness",13.8460611448638,13.6927785784303
"weighted nestedness",0.503518007829703,0.496305843468843
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0880940485786676,0.0880940485786676
"linkage density",5.87179487179487,5.87179487179487
"weighted connectance",0.13048433048433,0.13048433048433
"Fisher alpha",214748307074.913,214748307074.913
"Shannon diversity",4.35670882668959,4.35670882668959
"interaction evenness",0.701043212651769,0.701043212651769
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",20,25
"mean.number.of.shared.partners.HL",0.989473684210526,0.64
"cluster.coefficient.HL",0.236923076923077,0.291025641025641
"weighted.cluster.coefficient.HL",0.444061962134251,0.487701441899915
"niche.overlap.HL",0.270830459439715,0.17149064262764
"togetherness.HL",0.109364319890636,0.0811111111111111
"C.score.HL",0.45584569852662,0.648007208994709
"V.ratio.HL",2.85352622061483,3.53897849462366
"discrepancy.HL",39,36
"extinction.slope.HL",3.0578860340792,2.11715406541055
"robustness.HL",0.743561324700639,0.673206138608781
"functional.complementarity.HL",35.0865551679354,40.1532976012557
"partner.diversity.HL",1.61013802941896,1.46997058086914
"generality.HL",5.92307692307692,5.82051282051282
"Raw.Camera",275,275
"Raw.Transect",47,47
