"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.204597701149425,0.204597701149425
"web asymmetry",-0.318181818181818,-0.318181818181818
"links per species",2.02272727272727,2.02272727272727
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.137931034482759,0.137931034482759
"nestedness",26.6545709728512,26.7493219719059
"weighted nestedness",0.329818901395736,0.333140251309016
"weighted NODF",34.3355698443761,34.3355698443761
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.133623951797594,0.133623951797594
"linkage density",6.55056179775281,6.55056179775281
"weighted connectance",0.148876404494382,0.148876404494382
"Fisher alpha",107374169788.322,107374169788.322
"Shannon diversity",4.48863636973214,4.48863636973214
"interaction evenness",0.738828100780259,0.738828100780259
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",15,29
"mean.number.of.shared.partners.HL",1.36190476190476,0.864532019704433
"cluster.coefficient.HL",0.306470360325455,0.280898876404494
"weighted.cluster.coefficient.HL",0.478394201282409,0.718942412169504
"niche.overlap.HL",0.197649345458972,0.251758777620847
"togetherness.HL",0.100961538461538,0.137007389162562
"C.score.HL",0.562229527357732,0.553563413871296
"V.ratio.HL",4.10833333333333,1.65027932960894
"discrepancy.HL",41,42
"extinction.slope.HL",4.37753644620578,2.61918041904572
"robustness.HL",0.80328777924277,0.717293426527425
"functional.complementarity.HL",38.2355178361223,46.2619348780441
"partner.diversity.HL",2.02697887611249,1.28846863374321
"generality.HL",8.8876404494382,4.21348314606742
"Raw.Camera",228,228
"Raw.Transect",138,138
