"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.134615384615385,0.134615384615385
"web asymmetry",-0.103448275862069,-0.103448275862069
"links per species",0.96551724137931,0.96551724137931
"number of compartments",2,2
"compartment diversity",1.28525199522897,1.28525199522897
"cluster coefficient",0.0625,0.0625
"nestedness",17.4393885011491,17.4288165472282
"weighted nestedness",0.390463492975459,0.389926621324998
"weighted NODF",17.6346801346801,17.6346801346801
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0338290106292029,0.0338290106292029
"linkage density",2.96428571428571,2.96428571428571
"weighted connectance",0.102216748768473,0.102216748768473
"Fisher alpha",3355443199.71429,3355443199.71429
"Shannon diversity",3.3322045101752,3.3322045101752
"interaction evenness",0.624296156845717,0.624296156845717
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",13,16
"mean.number.of.shared.partners.HL",0.243589743589744,0.3
"cluster.coefficient.HL",0.223214285714286,0.181318681318681
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.118783993783994,0.174761904761905
"togetherness.HL",0.0582264957264957,0.0844907407407407
"C.score.HL",0.7933836996337,0.738888888888889
"V.ratio.HL",1.73154362416107,0.781609195402299
"discrepancy.HL",18,18
"extinction.slope.HL",1.70520791571655,1.34239552989998
"robustness.HL",0.629094157321366,0.573827166313054
"functional.complementarity.HL",18.9714321898064,18.4683243057434
"partner.diversity.HL",1.03109317913236,0.711834614265822
"generality.HL",3.57142857142857,2.35714285714286
"Raw.Camera",44,44
"Raw.Transect",40,40
