"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Besleria solanoides",1,0.0714285714285714,0.333333333333333,-0.666666666666667,0.272727272727273,1,1,1,1,1.33333333333333,0,0,0.125,0.25,1677720700.50048,0,1,0.142857142857143,0.0794528781441346,0
"Columnea mastersonii",1,0.0714285714285714,0.5,-0.5,0.363636363636364,1,1,1,1,1,0,0,0.05,NA,1677720700.50048,0,1,0.0952380952380952,0.0794528781441346,0.369070246428543
"Heliconia griggsiana",1,0.0714285714285714,0.5,-0.5,0.454545454545455,1,1,1,1,1,0,0,0.05,NA,1677720700.50048,0,1,0.0952380952380952,0.0794528781441346,0.369070246428543
"Heliconia impudica",1,0.0714285714285714,0.333333333333333,-0.666666666666667,0.545454545454545,1,1,1,1,1,0,0,0.1,NA,1677720700.50048,0,1,0.142857142857143,0.0794528781441346,0
"Macleania bullata",1,0.0714285714285714,0.333333333333333,-0.666666666666667,0.636363636363636,1,1,1,1,1,0,0,0.1,NA,1677720700.50048,0,1,0.142857142857143,0.0794528781441346,0
"Macleania recumbens",1,0.0714285714285714,0.5,-0.5,0.727272727272727,1,1,1,1,1.66666666666667,0,0,0.1,0.2,1677720700.50048,0,1,0.0952380952380952,0.0794528781441346,0.369070246428543
"Meriania tomentosa",3,0.214285714285714,2.5,0.5,0.0909090909090909,0.846153846153846,0.531085004543794,0.846153846153846,1,1,0,0,0.05,NA,419430397.854167,1.09861228866811,3,0.19047619047619,0.238358634432404,0.760187533431868
"Palicourea demissa",7,0.5,5.83333333333333,0.690476190476191,0,0.538461538461538,0.277350098112615,0.538461538461538,1,1,1,1,0.15,0.333333333333333,838860799.928571,1.94591014905531,7,0.476190476190476,0.556170147008942,0.581038262196561
"Pitcairnia nigra",1,0.0714285714285714,1,0,0.818181818181818,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0476190476190476,0.0794528781441346,1
"Psammisia sodiroi",1,0.0714285714285714,0.5,-0.5,0.909090909090909,1,1,1,1,1,0,0,0.05,NA,1677720700.50048,0,1,0.0952380952380952,0.0794528781441346,0.369070246428543
"Psammisia ulbrichiana",1,0.0714285714285714,0.333333333333333,-0.666666666666667,1,1,1,1,1,1,0,0,0.1,NA,1677720700.50048,0,1,0.142857142857143,0.0794528781441346,0
"Sarcopera anomala",2,0.142857142857143,1.33333333333333,0.166666666666667,0.181818181818182,0.923076923076923,0.679366220486758,0.923076923076923,1,1.33333333333333,0,0,0.125,0.25,2941562359.8741,0.693147180559945,2,0.19047619047619,0.158905756288269,0.5
