"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.125,0.125
"web asymmetry",0.0769230769230769,0.0769230769230769
"links per species",0.807692307692308,0.807692307692308
"number of compartments",5,5
"compartment diversity",4.08920767636503,4.08920767636503
"cluster coefficient",0.0833333333333333,0.0833333333333333
"nestedness",14.8330874453337,14.8330874453337
"weighted nestedness",NA,NA
"weighted NODF",11.4649681528662,11.4649681528662
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0283039162461459,0.0283039162461459
"linkage density",2.61904761904762,2.61904761904762
"weighted connectance",0.100732600732601,0.100732600732601
"Fisher alpha",3355443196.21429,3355443196.21429
"Shannon diversity",3.04452243772342,3.04452243772342
"interaction evenness",0.594173270921001,0.594173270921001
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",14,12
"mean.number.of.shared.partners.HL",0.274725274725275,0.136363636363636
"cluster.coefficient.HL",0.154761904761905,0.241496598639456
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.20952380952381,0.0892255892255892
"togetherness.HL",0.102971102971103,0.0293753865182437
"C.score.HL",0.728937728937729,0.87012987012987
"V.ratio.HL",0.47085201793722,1.92957746478873
"discrepancy.HL",16,12
"extinction.slope.HL",1.50745441027463,0.999952549216498
"robustness.HL",0.604835242214958,0.577772597637896
"functional.complementarity.HL",14.0008880088869,15.5144108789351
"partner.diversity.HL",0.511931276922301,0.871595346214829
"generality.HL",1.85714285714286,3.38095238095238
"Raw.Camera",20,20
"Raw.Transect",47,47
