"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.142424242424242,0.142424242424242
"web asymmetry",-0.189189189189189,-0.189189189189189
"links per species",1.27027027027027,1.27027027027027
"number of compartments",3,3
"compartment diversity",1.51812548204799,1.51812548204799
"cluster coefficient",0.136363636363636,0.136363636363636
"nestedness",22.5012493759443,22.7585704165395
"weighted nestedness",0.178882761955899,0.162606647487344
"weighted NODF",18.6607142857143,18.6607142857143
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.109134031600537,0.109134031600537
"linkage density",3.72340425531915,3.72340425531915
"weighted connectance",0.100632547441058,0.100632547441058
"Fisher alpha",26843543989.4575,26843543989.4575
"Shannon diversity",3.85014760171006,3.85014760171006
"interaction evenness",0.663922415302093,0.663922415302093
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",15,22
"mean.number.of.shared.partners.HL",0.4,0.372294372294372
"cluster.coefficient.HL",0.211798839458414,0.185815602836879
"weighted.cluster.coefficient.HL",0.130952380952381,0.251282051282051
"niche.overlap.HL",0.0997085454228311,0.152102659245516
"togetherness.HL",0.0556916099773243,0.075036075036075
"C.score.HL",0.792864161537631,0.746272246272246
"V.ratio.HL",1.87456445993031,0.825766871165644
"discrepancy.HL",28,29
"extinction.slope.HL",2.4413469980526,1.90395113023551
"robustness.HL",0.699617118119818,0.652603164801896
"functional.complementarity.HL",29.0437158442274,30.4151357242555
"partner.diversity.HL",1.38529386056172,0.892675127105196
"generality.HL",4.65957446808511,2.78723404255319
"Raw.Camera",107,107
"Raw.Transect",43,43
