"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.222222222222222,0.222222222222222
"web asymmetry",0.0588235294117647,0.0588235294117647
"links per species",0.941176470588235,0.941176470588235
"number of compartments",2,2
"compartment diversity",1.59360581523684,1.59360581523684
"cluster coefficient",0.125,0.125
"nestedness",25.8018137709059,25.8018137709059
"weighted nestedness",0.309841593763647,0.311207498741004
"weighted NODF",20.8333333333333,20.8333333333333
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.0721601438632862,-0.0721601438632862
"linkage density",2.5,2.5
"weighted connectance",0.147058823529412,0.147058823529412
"Fisher alpha",26843541208.0007,26843541208.0007
"Shannon diversity",2.77258872223978,2.77258872223978
"interaction evenness",0.648306097572489,0.648306097572489
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",9,8
"mean.number.of.shared.partners.HL",0.361111111111111,0.392857142857143
"cluster.coefficient.HL",0.296875,0.291666666666667
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.191798941798942,0.176360544217687
"togetherness.HL",0.111111111111111,0.101785714285714
"C.score.HL",0.690972222222222,0.706349206349206
"V.ratio.HL",0.843137254901961,0.888888888888889
"discrepancy.HL",8,7
"extinction.slope.HL",1.58421388875669,1.88747679083857
"robustness.HL",0.60920545837896,0.649570380057003
"functional.complementarity.HL",11.8487382965734,12.1344744214427
"partner.diversity.HL",0.72585018954523,0.845196596100507
"generality.HL",2.375,2.625
"Raw.Camera",55,55
"Raw.Transect",7,7
