"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.201388888888889,0.201388888888889
"web asymmetry",0,0
"links per species",1.20833333333333,1.20833333333333
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.166666666666667,0.166666666666667
"nestedness",38.5434090468696,38.6394272808555
"weighted nestedness",0.0809118544147983,0.0776992588689497
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.106396203979046,-0.106396203979046
"linkage density",2.96551724137931,2.96551724137931
"weighted connectance",0.123563218390805,0.123563218390805
"Fisher alpha",6710886262.77586,6710886262.77586
"Shannon diversity",3.36729582998647,3.36729582998647
"interaction evenness",0.677549764349046,0.677549764349046
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",12,12
"mean.number.of.shared.partners.HL",0.409090909090909,0.454545454545455
"cluster.coefficient.HL",0.255747126436782,0.238505747126437
"weighted.cluster.coefficient.HL",0.221153846153846,0.206185567010309
"niche.overlap.HL",0.144167869167869,0.167063492063492
"togetherness.HL",0.0844155844155844,0.107954545454545
"C.score.HL",0.746464646464646,0.726325757575758
"V.ratio.HL",0.856603773584906,0.598455598455598
"discrepancy.HL",17,17
"extinction.slope.HL",2.11545806760385,2.2847295116544
"robustness.HL",0.67626836240704,0.687965501581643
"functional.complementarity.HL",19.8998156854268,19.5886053168502
"partner.diversity.HL",1.01258114216322,0.980433980563314
"generality.HL",3.06896551724138,2.86206896551724
"Raw.Camera",98,98
"Raw.Transect",0,0
