"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.161616161616162,0.161616161616162
"web asymmetry",-0.1,-0.1
"links per species",0.8,0.8
"number of compartments",5,5
"compartment diversity",3.41278751846537,3.41278751846537
"cluster coefficient",0.0909090909090909,0.0909090909090909
"nestedness",38.6524746801819,39.2241844658532
"weighted nestedness",NA,NA
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0584309417090121,0.0584309417090121
"linkage density",2.0625,2.0625
"weighted connectance",0.103125,0.103125
"Fisher alpha",26843541208.0007,26843541208.0007
"Shannon diversity",2.77258872223978,2.77258872223978
"interaction evenness",0.603376802491577,0.603376802491577
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",9,11
"mean.number.of.shared.partners.HL",0.166666666666667,0.2
"cluster.coefficient.HL",0.215909090909091,0.194444444444444
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.064021164021164,0.106666666666667
"togetherness.HL",0.0474537037037037,0.0696969696969697
"C.score.HL",0.883101851851852,0.833333333333333
"V.ratio.HL",0.741379310344828,0.376811594202899
"discrepancy.HL",10,9
"extinction.slope.HL",1.57576103487361,1.37736193111894
"robustness.HL",0.609778857021388,0.577251512408875
"functional.complementarity.HL",14.6797639952495,14.845805160615
"partner.diversity.HL",0.72585018954523,0.46591999683525
"generality.HL",2.375,1.75
"Raw.Camera",55,55
"Raw.Transect",0,0
